English,IPA
cycles,/saɪkʌlz/
guidance,/ɡaɪdʌns/
handled,/hændʌld/
licensed,/laɪsʌnst/
promotion,/prʌmoʊʃʌn/
rebellion,/rɪbɛljʌn/
whilst,/waɪlst/
awareness,/ʌwɛrnʌs/
citizenship,/sɪtɪzʌnʃɪp/
condemned,/kʌndɛmd/
dancing,/dænsɪŋ/
differs,/dɪfɝz/
encoding,/ɛnkoʊdɪŋ/
feeding,/fidɪŋ/
lakes,/leɪks/
palace,/pælʌs/
professor,/prʌfɛsɝ/
seventh,/sɛvʌnθ/
submarine,/sʌbmɝin/
talks,/tɔks/
visits,/vɪzʌts/
balls,/bɔlz/
defining,/dɪfaɪnɪŋ/
ease,/iz/
faculty,/fækʌlti/
preceding,/prisidɪŋ/
accommodate,/ʌkɑmʌdeɪt/
comments,/kɑmɛnts/
festivals,/fɛstʌvʌlz/
servers,/sɝvɝz/
tea,/ti/
width,/wɪdθ/
absent,/æbsʌnt/
accordance,/ʌkɔrdʌns/
civilization,/sɪvʌlɪzeɪʃʌn/
commented,/kɑmɛntʌd/
compositions,/kɑmpʌzɪʃʌnz/
emissions,/ɪmɪʃʌnz/
golden,/ɡoʊldʌn/
relating,/rɪleɪtɪŋ/
restoration,/rɛstɝeɪʃʌn/
totally,/toʊtʌli/
uniforms,/junʌfɔrmz/
abuse,/ʌbjus/
arithmetic,/ɛrɪθmɛtɪk/
bandwidth,/bændwɪdθ/
eleven,/ɪlɛvʌn/
planes,/pleɪnz/
pleasure,/plɛʒɝ/
prototype,/proʊtʌtaɪp/
sheet,/ʃit/
skilled,/skɪld/
squares,/skwɛrz/
targeted,/tɑrɡʌtɪd/
wait,/weɪt/
collaboration,/kʌlæbɝeɪʃʌn/
continent,/kɑntʌnʌnt/
differently,/dɪfrʌntli/
doctors,/dɑktɝz/
emission,/ɪmɪʃʌn/
imprisoned,/ɪmprɪzʌnd/
inches,/ɪntʃʌz/
organisation,/ɔrɡʌnɪzeɪʃʌn/
permanently,/pɝmʌnʌntli/
serial,/sɪriʌl/
static,/stætɪk/
enhanced,/ɛnhænst/
enters,/ɛntɝz/
equality,/ɪkwɑlʌti/
filming,/fɪlmɪŋ/
habitat,/hæbʌtæt/
championship,/tʃæmpiʌnʃɪp/
flew,/flu/
lunar,/lunɝ/
mentions,/mɛnʃʌnz/
merchants,/mɝtʃʌnts/
nose,/noʊz/
productions,/prʌdʌkʃʌnz/
promise,/prɑmʌs/
symbolic,/sɪmbɑlɪk/
virus,/vaɪrʌs/
clouds,/klaʊdz/
enables,/ɛneɪbʌlz/
neighboring,/neɪbɝɪŋ/
secular,/sɛkjʌlɝ/
al,/æl/
exploration,/ɛksplɝeɪʃʌn/
hull,/hʌl/
implementations,N/A
indirect,/ɪndɝɛkt/
nervous,/nɝvʌs/
ruler,/rulɝ/
speaker,/spikɝ/
applying,/ʌplaɪɪŋ/
gains,/ɡeɪnz/
lights,/laɪts/
privately,/praɪvʌtli/
sweet,/swit/
technological,/tɛknʌlɑdʒɪkʌl/
translations,/trænzleɪʃʌnz/
blow,/bloʊ/
cancelled,/kænsʌld/
cuisine,/kwɪzin/
determines,/dʌtɝmʌnz/
loyal,/lɔɪʌl/
photographs,/foʊtʌɡræfs/
suspected,/sʌspɛktʌd/
accurately,/ækjɝʌtli/
aims,/eɪmz/
dissolved,/dɪzɑlvd/
rhythm,/rɪðʌm/
traits,/treɪts/
boards,/bɔrdz/
brings,/brɪŋz/
hierarchy,/haɪɝɑrki/
sacrifice,/sækrʌfaɪs/
stadium,/steɪdiʌm/
arrangements,/ɝeɪndʒmʌnts/
chemicals,/kɛmɪkʌlz/
combinations,/kɑmbʌneɪʃʌnz/
currents,/kɝʌnts/
dealt,/dɛlt/
doubled,/dʌbʌld/
orchestra,/ɔrkʌstrʌ/
elevation,/ɛlʌveɪʃʌn/
encounter,/ɪnkaʊntɝ/
healthy,/hɛlθi/
resolve,/rizɑlv/
thoughts,/θɔts/
advised,/ædvaɪzd/
banking,/bæŋkɪŋ/
cinema,/sɪnʌmʌ/
cylinder,/sɪlʌndɝ/
derivative,/dɝɪvʌtɪv/
effectiveness,/ɪfɛktɪvnʌs/
radioactive,/reɪdioʊæktɪv/
satellites,/sætʌlaɪts/
switching,/swɪtʃɪŋ/
withdrawal,/wɪðdrɔʌl/
cluster,/klʌstɝ/
colleges,/kɑlɪdʒɪz/
descendants,/dɪsɛndʌnts/
isotopes,/aɪsʌtoʊps/
rotating,/roʊteɪtɪŋ/
verbs,/vɝbz/
dubbed,/dʌbd/
essence,/ɛsʌns/
gaining,/ɡeɪnɪŋ/
impressed,/ɪmprɛst/
manuscripts,/mænjʌskrɪpts/
pole,/poʊl/
posts,/poʊsts/
queen,/kwin/
wasn't,/wɑzʌnt/
bronze,/brɑnz/
expelled,/ɪkspɛld/
informal,/ɪnfɔrmʌl/
legislative,/lɛdʒʌsleɪtɪv/
loyalty,/lɔɪʌlti/
remarkable,/rɪmɑrkʌbʌl/
switched,/swɪtʃt/
continental,/kɑntʌnɛntʌl/
discussions,/dɪskʌʃʌnz/
memorial,/mʌmɔriʌl/
promoting,/prʌmoʊtɪŋ/
ride,/raɪd/
systematic,/sɪstʌmætɪk/
throw,/θroʊ/
uncommon,/ʌnkɑmʌn/
citizen,/sɪtʌzʌn/
discover,/dɪskʌvɝ/
divide,/dɪvaɪd/
observer,/ʌbzɝvɝ/
pressures,/prɛʃɝz/
render,/rɛndɝ/
risks,/rɪsks/
can't,/kænt/
controlling,/kʌntroʊlɪŋ/
conversation,/kɑnvɝseɪʃʌn/
founder,/faʊndɝ/
immigration,/ɪmʌɡreɪʃʌn/
interviews,/ɪntɝvjuz/
merged,/mɝdʒd/
baby,/beɪbi/
evaluation,/ɪvæljueɪʃʌn/
schemes,/skimz/
adequate,/ædʌkwʌt/
considers,/kʌnsɪdɝz/
descriptions,/dɪskrɪpʃʌnz/
reflection,/rʌflɛkʃʌn/
reversed,/rɪvɝst/
slight,/slaɪt/
syndrome,/sɪndroʊm/
talent,/tælʌnt/
tie,/taɪ/
treatments,/tritmʌnts/
beneath,/bɪniθ/
burn,/bɝn/
favored,/feɪvɝd/
monthly,/mʌnθli/
preventing,/prɪvɛntɪŋ/
reconstruction,/rikʌnstrʌkʃʌn/
thirty,/θɝdi/
competitions,/kɑmpʌtɪʃʌnz/
composers,/kʌmpoʊzɝz/
conjunction,/kʌndʒʌŋkʃʌn/
passive,/pæsɪv/
seal,/sil/
suited,/sutʌd/
virtue,/vɝtʃu/
blind,/blaɪnd/
enhance,/ɛnhæns/
immune,/ɪmjun/
impression,/ɪmprɛʃʌn/
leather,/lɛðɝ/
linguistic,/lɪŋɡwɪstɪk/
mammals,/mæmʌlz/
mineral,/mɪnɝʌl/
pp,N/A
prompted,/prɑmptʌd/
tobacco,/tʌbækoʊ/
witness,/wɪtnʌs/
acquire,/ʌkwaɪɝ/
bearing,/bɛrɪŋ/
celebration,/sɛlʌbreɪʃʌn/
counted,/kaʊntʌd/
polar,/poʊlɝ/
realm,/rɛlm/
wishes,/wɪʃɪz/
evident,/ɛvʌdʌnt/
gauge,/ɡeɪdʒ/
intelligent,/ɪntɛlʌdʒʌnt/
interpretations,/ɪntɝprɪteɪʃʌnz/
nerve,/nɝv/
philosophers,/fʌlɑsʌfɝz/
progressive,/prʌɡrɛsɪv/
pull,/pʊl/
assassination,/ʌsæsʌneɪʃʌn/
excessive,/ɪksɛsɪv/
ingredients,/ɪnɡridiʌnts/
monks,/mʌŋks/
nobles,/noʊbʌlz/
sculpture,/skʌlptʃɝ/
spite,/spaɪt/
challenged,/tʃælʌdʒd/
coordinate,/koʊɔrdʌnʌt/
extends,/ɪkstɛndz/
fails,/feɪlz/
favorite,/feɪvɝɪt/
tales,/teɪlz/
amino,/ʌminoʊ/
assembled,/ʌsɛmbʌld/
battery,/bætɝi/
closest,/kloʊsʌst/
erected,/ɪrɛktʌd/
explicit,/ɪksplɪsʌt/
gravitational,/ɡrævɪteɪʃʌnʌl/
odd,/ɑd/
payments,/peɪmʌnts/
platforms,/plætfɔrmz/
provision,/prʌvɪʒʌn/
reactor,/riæktɝ/
requests,/rɪkwɛsts/
en,/ɛn/
intent,/ɪntɛnt/
alphabet,/ælfʌbɛt/
delegates,/dɛlʌɡeɪts/
discrete,/dɪskrit/
farms,/fɑrmz/
judgment,/dʒʌdʒmʌnt/
rendered,/rɛndɝd/
shoulder,/ʃoʊldɝ/
sin,/sɪn/
successive,/sʌksɛsɪv/
wished,/wɪʃt/
associations,/ʌsoʊsieɪʃʌnz/
gate,/ɡeɪt/
harsh,/hɑrʃ/
investors,/ɪnvɛstɝz/
naming,/neɪmɪŋ/
peaceful,/pisfʌl/
reasoning,/rizʌnɪŋ/
acoustic,/ʌkustɪk/
coordinates,/koʊɔrdʌnʌts/
graduated,/ɡrædʒueɪtɪd/
hill,/hɪl/
yields,/jildz/
assessment,/ʌsɛsmʌnt/
dozen,/dʌzʌn/
drag,/dræɡ/
governing,/ɡʌvɝnɪŋ/
incorporate,/ɪnkɔrpɝeɪt/
revived,/rɪvaɪvd/
self,/sɛlf/
sudden,/sʌdʌn/
trace,/treɪs/
arc,/ɑrk/
combining,/kʌmbaɪnɪŋ/
practiced,/præktʌst/
rulers,/rulɝz/
blues,/bluz/
coat,/koʊt/
colours,N/A
deliberately,/dɪlɪbɝʌtli/
discrimination,/dɪskrɪmʌneɪʃʌn/
reasonable,/rizʌnʌbʌl/
unstable,/ʌnsteɪbʌl/
administered,/ʌdmɪnʌstɝd/
colored,/kʌlɝd/
digits,/dɪdʒʌts/
pregnancy,/prɛɡnʌnsi/
qualified,/kwɑlʌfaɪd/
retail,/riteɪl/
theatrical,/θiætrɪkʌl/
egg,/ɛɡ/
knowing,/noʊɪŋ/
meal,/mil/
meanings,/minɪŋz/
processed,/prɑsɛst/
protests,/proʊtɛsts/
soldier,/soʊldʒɝ/
vegetation,/vɛdʒʌteɪʃʌn/
withdraw,/wɪðdrɔ/
biography,/baɪɑɡrʌfi/
engagement,/ɛnɡeɪdʒmʌnt/
loaded,/loʊdʌd/
martial,/mɑrʃʌl/
regulated,/rɛɡjʌleɪtʌd/
strikes,/straɪks/
stroke,/stroʊk/
tourists,/tʊrʌsts/
noble,/noʊbʌl/
paying,/peɪɪŋ/
propaganda,/prɑpʌɡændʌ/
raids,/reɪdz/
resumed,/rɪzumd/
trends,/trɛndz/
uranium,/jɝeɪniʌm/
casting,/kæstɪŋ/
demonstration,/dɛmʌnstreɪʃʌn/
expect,/ɪkspɛkt/
fifty,/fɪfti/
hero,/hɪroʊ/
registers,/rɛdʒʌstɝz/
remember,/rɪmɛmbɝ/
transit,/trænzɪt/
unified,/junʌfaɪd/
insufficient,/ɪnsʌfɪʃʌnt/
isolation,/aɪsʌleɪʃʌn/
municipal,/mjunɪsʌpʌl/
refugees,/rɛfjudʒiz/
sentenced,/sɛntʌnst/
timing,/taɪmɪŋ/
welfare,/wɛlfɛr/
autonomy,/ɔtɑnʌmi/
boom,/bum/
decorated,/dɛkɝeɪtʌd/
del,/dɛl/
fame,/feɪm/
routine,/rutin/
synthetic,/sɪnθɛtɪk/
topology,/tʌpɔlʌdʒi/
accounting,/ʌkaʊntɪŋ/
bombs,/bɑmz/
hills,/hɪlz/
streams,/strimz/
tongue,/tʌŋ/
toxic,/tɑksɪk/
tribe,/traɪb/
united,/junaɪtʌd/
ancestors,/ænsɛstɝz/
combustion,/kʌmbʌstʃʌn/
deposits,/dʌpɑzɪts/
electronics,/ɪlɛktrɑnɪks/
exceed,/ɪksid/
explosive,/ɪksploʊsɪv/
gathering,/ɡæðɝɪŋ/
illustrated,/ɪlʌstreɪtʌd/
notice,/noʊtʌs/
shop,/ʃɑp/
slot,/slɑt/
solved,/sɑlvd/
succeed,/sʌksid/
tiny,/taɪni/
biology,/baɪɑlʌdʒi/
conceived,/kʌnsivd/
neutron,/nutrɑn/
perfectly,/pɝfʌktli/
preparing,/pripɛrɪŋ/
relied,/rɪlaɪd/
valve,/vælv/
vectors,/vɛktɝz/
architect,/ɑrkʌtɛkt/
collapsed,/kʌlæpst/
full-time,N/A
mortality,/mɔrtælʌti/
odds,/ɑdz/
accounted,/ʌkaʊntʌd/
harmonic,/hɑrmɑnɪk/
reads,/ridz/
sing,/sɪŋ/
cables,/keɪbʌlz/
constitute,/kɑnstʌtut/
dollar,/dɑlɝ/
handed,/hændʌd/
loans,/loʊnz/
moments,/moʊmʌnts/
pursued,/pɝsud/
territorial,/tɛrɪtɔriʌl/
artifacts,/ɑrtʌfækts/
assisted,/ʌsɪstʌd/
barrier,/bæriɝ/
ceremonies,/sɛrʌmoʊniz/
coined,/kɔɪnd/
deficit,/dɛfʌsʌt/
finger,/fɪŋɡɝ/
grows,/ɡroʊz/
guests,/ɡɛsts/
manufacturer,/mænjʌfæktʃɝɝ/
phrases,/freɪzʌz/
revenues,/rɛvʌnuz/
bias,/baɪʌs/
credits,/krɛdɪts/
emphasized,/ɛmfʌsaɪzd/
fifteen,/fɪftin/
kills,/kɪlz/
symmetry,/sɪmʌtri/
colleagues,/kɑliɡz/
drove,/droʊv/
forbidden,/fɔrbɪdʌn/
monetary,/mɑnʌtɛri/
strips,/strɪps/
unions,/junjʌnz/
corporations,/kɔrpɝeɪʃʌnz/
gross,/ɡroʊs/
mayor,/meɪɝ/
questioned,/kwɛstʃʌnd/
volunteers,/vɑlʌntɪrz/
aboard,/ʌbɔrd/
fees,/fiz/
friction,/frɪkʃʌn/
interact,/ɪntɝækt/
labeled,/leɪbʌld/
lifestyle,/laɪfstaɪl/
resist,/rɪzɪst/
servants,/sɝvʌnts/
shallow,/ʃæloʊ/
bytes,/baɪts/
loose,/lus/
populated,/pɑpjʌleɪtʌd/
touring,/tʊrɪŋ/
consonant,/kɑnsʌnʌnt/
container,/kʌnteɪnɝ/
emerging,/ɪmɝdʒɪŋ/
expert,/ɛkspɝt/
march,/mɑrtʃ/
pregnant,/prɛɡnʌnt/
provincial,/prʌvɪnʃʌl/
tale,/teɪl/
di,/di/
entries,/ɛntriz/
lengths,/lɛŋkθs/
openly,/oʊpʌnli/
threw,/θru/
wheels,/wilz/
differing,/dɪfɝɪŋ/
ethical,/ɛθʌkʌl/
fabric,/fæbrɪk/
responses,/rɪspɑnsɪz/
steadily,/stɛdʌli/
viewing,/vjuɪŋ/
arrives,/ɝaɪvz/
extinction,/ɪkstɪŋkʃʌn/
merchant,/mɝtʃʌnt/
modifications,/mɑdʌfʌkeɪʃʌnz/
nevertheless,/nɛvɝðʌlɛs/
productive,/prʌdʌktɪv/
rifle,/raɪfʌl/
versus,/vɝsʌs/
animation,/ænʌmeɪʃʌn/
choosing,/tʃuzɪŋ/
defended,/dɪfɛndʌd/
explore,/ɪksplɔr/
hopes,/hoʊps/
integers,/ɪntʌdʒɝz/
loan,/loʊn/
melting,/mɛltɪŋ/
meter,/mitɝ/
offspring,/ɔfsprɪŋ/
outcomes,/aʊtkʌmz/
reproduction,/riprʌdʌkʃʌn/
rigid,/rɪdʒʌd/
sisters,/sɪstɝz/
switches,/swɪtʃʌz/
choices,/tʃɔɪsʌz/
confined,/kʌnfaɪnd/
du,/du/
genome,/dʒinoʊm/
persuaded,/pɝsweɪdʌd/
possessed,/pʌzɛst/
pounds,/paʊndz/
seasonal,/sizʌnʌl/
sodium,/soʊdiʌm/
ticket,/tɪkʌt/
aside,/ʌsaɪd/
compiled,/kʌmpaɪld/
footage,/fʊtɪdʒ/
honour,N/A
observers,/ʌbzɝvɝz/
papal,/peɪpʌl/
spirits,/spɪrʌts/
vs.,N/A
acceleration,/æksɛlɝeɪʃʌn/
centres,/sɛntɝz/
chest,/tʃɛst/
publisher,/pʌblɪʃɝ/
shopping,/ʃɑpɪŋ/
borrowed,/bɑroʊd/
breed,/brid/
careful,/kɛrfʌl/
dances,/dænsʌz/
murdered,/mɝdɝd/
nights,/naɪts/
plague,/pleɪɡ/
preference,/prɛfɝʌns/
revival,/rɪvaɪvʌl/
wound,/waʊnd/
animated,/ænʌmeɪtʌd/
creatures,/kritʃɝz/
crossed,/krɔst/
flavor,/fleɪvɝ/
flower,/flaʊɝ/
harder,/hɑrdɝ/
innovation,/ɪnʌveɪʃʌn/
introducing,/ɪntrʌdusɪŋ/
investigate,/ɪnvɛstʌɡeɪt/
operas,/ɑprʌz/
specify,/spɛsʌfaɪ/
vegetables,/vɛdʒtʌbʌlz/
arriving,/ɝaɪvɪŋ/
attendance,/ʌtɛndʌns/
contributing,/kʌntrɪbjutɪŋ/
elevated,/ɛlʌveɪtɪd/
enzymes,/ɛnzaɪmz/
insulin,/ɪnsʌlʌn/
peasants,/pɛzʌnts/
protocols,/proʊtʌkɔlz/
angular,/æŋɡjʌlɝ/
athletes,/æθlits/
convicted,/kʌnvɪktʌd/
eligible,/ɛlʌdʒʌbʌl/
mixing,/mɪksɪŋ/
monopoly,/mʌnɑpʌli/
pressed,/prɛst/
sends,/sɛndz/
wireless,/waɪrlɪs/
amendment,/ʌmɛndmʌnt/
constraints,/kʌnstreɪnts/
dish,/dɪʃ/
failing,/feɪlɪŋ/
objectives,/ʌbdʒɛktɪvz/
organism,/ɔrɡʌnɪzʌm/
rating,/reɪtɪŋ/
secretary,/sɛkrʌtɛri/
broadcasting,/brɔdkæstɪŋ/
cap,/kæp/
celebrate,/sɛlʌbreɪt/
designer,/dɪzaɪnɝ/
drums,/drʌmz/
exit,/ɛɡzɪt/
factories,/fæktɝiz/
harmony,/hɑrmʌni/
inherent,/ɪnhɪrʌnt/
present-day,N/A
remembered,/rɪmɛmbɝd/
submarines,/sʌbmɝinz/
technically,/tɛknɪkʌli/
calculation,/kælkjʌleɪʃʌn/
chapters,/tʃæptɝz/
completing,/kʌmplitɪŋ/
deeper,/dipɝ/
elementary,/ɛlʌmɛntri/
neutrons,/nutrɑnz/
prevents,/prɪvɛnts/
pulse,/pʌls/
shoes,/ʃuz/
counting,/kaʊntɪŋ/
fed,/fɛd/
optimal,/ɑptʌmʌl/
projected,/prʌdʒɛktʌd/
rolling,/roʊlɪŋ/
seized,/sizd/
terminology,/tɝmɪnɑlʌdʒi/
wavelengths,/weɪvlɛŋθs/
depicting,/dɪpɪktɪŋ/
geometric,/dʒiʌmɛtrɪk/
justified,/dʒʌstʌfaɪd/
scholar,/skɑlɝ/
wage,/weɪdʒ/
afternoon,/æftɝnun/
cellular,/sɛljʌlɝ/
derive,/dɝaɪv/
ear,/ir/
examined,/ɪɡzæmʌnd/
gates,/ɡeɪts/
lacking,/lækɪŋ/
voyage,/vɔɪʌdʒ/
whenever,/wɛnɛvɝ/
broader,/brɔdɝ/
desirable,/dɪzaɪrʌbʌl/
differential,/dɪfɝɛnʃʌl/
organised,N/A
printer,/prɪntɝ/
resignation,/rɛzʌɡneɪʃʌn/
revision,/rivɪʒʌn/
controller,/kʌntroʊlɝ/
excluded,/ɪkskludʌd/
initiative,/ɪnɪʃʌtɪv/
kingdoms,/kɪŋdʌmz/
slide,/slaɪd/
turbine,/tɝbaɪn/
uncertainty,/ʌnsɝtʌnti/
assumptions,/ʌsʌmpʃʌnz/
autobiography,/ɔtʌbaɪɑɡrʌfi/
balanced,/bælʌnst/
belonging,/bɪlɔŋɪŋ/
focusing,/foʊkʌsɪŋ/
inheritance,/ɪnhɛrʌtʌns/
pace,/peɪs/
presidency,/prɛzʌdʌnsi/
relies,/rɪlaɪz/
reporting,/ripɔrtɪŋ/
sovereignty,/sɑvrʌnti/
throwing,/θroʊɪŋ/
empirical,/ɛmpɪrɪkʌl/
photo,/foʊtoʊ/
soils,/sɔɪlz/
timber,/tɪmbɝ/
airports,/ɛrpɔrts/
armour,/ɑrmɝ/
conducting,/kʌndʌktɪŋ/
editing,/ɛdʌtɪŋ/
functionality,/fʌŋkʃʌnælɪti/
guaranteed,/ɡɛrʌntid/
oxidation,/ɑksʌdeɪʃʌn/
oxide,/ɑksaɪd/
performers,/pɝfɔrmɝz/
predict,/prɪdɪkt/
similarities,/sɪmʌlɛrʌtiz/
transactions,/trænzækʃʌnz/
wheat,/wit/
archaeological,/ɑrkiʌlɑdʒɪkʌl/
clusters,/klʌstɝz/
councils,/kaʊnsʌlz/
emitted,/ɪmɪtʌd/
erosion,/ɪroʊʒʌn/
holy,/hoʊli/
occupy,/ɑkjʌpaɪ/
proceeded,/prʌsidʌd/
riding,/raɪdɪŋ/
shipped,/ʃɪpt/
span,/spæn/
tours,/tʊrz/
triangle,/traɪæŋɡʌl/
vapor,/veɪpɝ/
blacks,/blæks/
emotions,/ɪmoʊʃʌnz/
favorable,/feɪvɝʌbʌl/
hip,/hɪp/
nuclei,/nukliaɪ/
offset,/ɔfsɛt/
periodic,/pɪriɑdɪk/
plural,/plʊrʌl/
proceed,/prʌsid/
sheets,/ʃits/
advocated,/ædvʌkeɪtʌd/
believing,/bɪlivɪŋ/
coupled,/kʌpʌld/
genuine,/dʒɛnjʌwʌn/
hybrid,/haɪbrʌd/
limiting,/lɪmʌtɪŋ/
outbreak,/aʊtbreɪk/
protective,/prʌtɛktɪv/
spatial,/speɪʃʌl/
designers,/dɪzaɪnɝz/
fossil,/fɑsʌl/
hop,/hɑp/
seeks,/siks/
singular,/sɪŋɡjʌlɝ/
tensions,/tɛntʃʌnz/
undergraduate,/ʌndɝɡrædʒʌwʌt/
consequently,/kɑnsʌkwʌntli/
domains,/doʊmeɪnz/
heir,/ɛr/
optional,/ɑpʃʌnʌl/
organize,/ɔrɡʌnaɪz/
passages,/pæsʌdʒʌz/
printers,/prɪntɝz/
professionals,/prʌfɛʃʌnʌlz/
punk,/pʌŋk/
ranking,/ræŋkɪŋ/
reliability,/rilaɪʌbɪlʌti/
advent,/ædvɛnt/
cloth,/klɔθ/
decreasing,/dɪkrisɪŋ/
exhibits,/ɪɡzɪbʌts/
gear,/ɡɪr/
lessons,/lɛsʌnz/
margin,/mɑrdʒʌn/
modules,/mɑdʒulz/
monitoring,/mɑnʌtɝɪŋ/
orbits,/ɔrbʌts/
stick,/stɪk/
addressing,/ʌdrɛsɪŋ/
boiling,/bɔɪlɪŋ/
cheaper,/tʃipɝ/
commanded,/kʌmændʌd/
compiler,/kʌmpaɪlɝ/
convenient,/kʌnvinjʌnt/
copyright,/kɑpiraɪt/
factions,/fækʃʌnz/
generating,/dʒɛnɝeɪtɪŋ/
modest,/mɑdʌst/
necessity,/nʌsɛsʌti/
permits,/pɝmɪts/
rays,/reɪz/
reject,/rɪdʒɛkt/
asserted,/ʌsɝtʌd/
flexibility,/flɛksʌbɪlʌti/
furniture,/fɝnɪtʃɝ/
highway,/haɪweɪ/
installation,/ɪnstʌleɪʃʌn/
nickname,/nɪkneɪm/
reinforced,/riɪnfɔrst/
talking,/tɔkɪŋ/
allied,/ʌlaɪd/
basketball,/bæskʌtbɔl/
destroying,/dɪstrɔɪɪŋ/
dose,/doʊs/
horror,/hɔrɝ/
import,/ɪmpɔrt/
liver,/lɪvɝ/
nm,N/A
skull,/skʌl/
anxiety,/æŋzaɪʌti/
broadcasts,/brɔdkæsts/
consonants,/kɑnsʌnʌnts/
contexts,/kɑntɛksts/
earn,/ɝn/
grants,/ɡrænts/
labels,/leɪbʌlz/
missed,/mɪst/
monarch,/mɑnɑrk/
physician,/fʌzɪʃʌn/
travelling,/trævʌlɪŋ/
calcium,/kælsiʌm/
continuity,/kɑntʌnuʌti/
enterprise,/ɛntɝpraɪz/
fingers,/fɪŋɡɝz/
onwards,/ɑnwɝdz/
outstanding,/aʊtstændɪŋ/
relates,/rɪleɪts/
simplified,/sɪmplʌfaɪd/
summit,/sʌmʌt/
syntax,/sɪntæks/
assuming,/ʌsumɪŋ/
blocked,/blɑkt/
collecting,/kʌlɛktɪŋ/
debated,/dʌbeɪtɪd/
implications,/ɪmplʌkeɪʃʌnz/
lectures,/lɛktʃɝz/
liked,/laɪkt/
mid,/mɪd/
mood,/mud/
pipe,/paɪp/
pride,/praɪd/
resident,/rɛzɪdʌnt/
responsibilities,/rispɑnsʌbɪlʌtiz/
rod,/rɑd/
terrestrial,/tɝɛstriʌl/
descended,/dɪsɛndʌd/
enacted,/ɛnæktʌd/
freed,/frid/
insects,/ɪnsɛkts/
junior,/dʒunjɝ/
motivated,/moʊtʌveɪtʌd/
overhead,/oʊvɝhɛd/
rituals,/rɪtʃuʌlz/
twentieth,/twɛntiʌθ/
valued,/væljud/
achievement,/ʌtʃivmʌnt/
alter,/ɔltɝ/
backed,/bækt/
da,/dɑ/
decides,/dɪsaɪdz/
draws,/drɔz/
fiscal,/fɪskʌl/
livestock,/laɪvstɑk/
modification,/mɑdʌfʌkeɪʃʌn/
patrol,/pʌtroʊl/
reflecting,/rʌflɛktɪŋ/
rows,/roʊz/
scholarship,/skɑlɝʃɪp/
southeast,/saʊθist/
survivors,/sɝvaɪvɝz/
theological,/θiʌlɑdʒɪkʌl/
tissues,/tɪsjuz/
towers,/taʊɝz/
abolished,/ʌbɑlɪʃt/
attitudes,/ætʌtudz/
determination,/dɪtɝmʌneɪʃʌn/
discharge,/dɪstʃɑrdʒ/
explored,/ɪksplɔrd/
referendum,/rɛfɝɛndʌm/
comment,/kɑmɛnt/
dreams,/drimz/
dried,/draɪd/
northwest,/nɔrθwɛst/
proximity,/prɑksɪmʌti/
routing,/raʊtɪŋ/
attending,/ʌtɛndɪŋ/
calculate,/kælkjʌleɪt/
cultivation,/kʌltɪveɪʃʌn/
exhaust,/ɪɡzɔst/
ministry,/mɪnʌstri/
multiplication,/mʌltʌplʌkeɪʃʌn/
signing,/saɪnɪŋ/
standardized,/stændɝdaɪzd/
strain,/streɪn/
brass,/bræs/
communist,/kɑmjʌnʌst/
emerge,/ɪmɝdʒ/
geographical,/dʒiʌɡræfɪkʌl/
hide,/haɪd/
hunt,/hʌnt/
oath,/oʊθ/
philosopher,/fʌlɑsʌfɝ/
satisfy,/sætʌsfaɪ/
chair,/tʃɛr/
curves,/kɝvz/
emergence,/ɪmɝdʒʌns/
floating,/floʊtɪŋ/
foundations,/faʊndeɪʃʌnz/
inputs,/ɪnpʊts/
organisations,/ɔrɡʌnɪzeɪʃʌnz/
touchdowns,/tʌtʃdaʊnz/
viewers,/vjuɝz/
bell,/bɛl/
chess,/tʃɛs/
countryside,/kʌntrisaɪd/
declaration,/dɛklɝeɪʃʌn/
fatal,/feɪtʌl/
filters,/fɪltɝz/
grass,/ɡræs/
keeps,/kips/
machinery,/mʌʃinɝi/
outdoor,/aʊtdɔr/
panels,/pænʌlz/
predators,/prɛdʌtɝz/
traced,/treɪst/
trapped,/træpt/
vocabulary,/voʊkæbjʌlɛri/
wires,/waɪɝz/
arguing,/ɑrɡjuɪŋ/
barrel,/bærʌl/
competitors,/kʌmpɛtʌtɝz/
conquest,/kɑŋkwɛst/
hotels,/hoʊtɛlz/
noticed,/noʊtʌst/
restaurant,/rɛstɝɑnt/
sake,/seɪk/
southwest,/saʊθwɛst/
spots,/spɑts/
trigger,/trɪɡɝ/
undertaken,/ʌndɝteɪkʌn/
altogether,/ɔltʌɡɛðɝ/
ancestry,/ænsɛstri/
conception,/kʌnsɛpʃʌn/
derives,/dɝaɪvz/
dialect,/daɪʌlɛkt/
essays,/ɛseɪz/
generic,/dʒʌnɛrɪk/
gifts,/ɡɪfts/
myself,/maɪsɛlf/
omitted,/oʊmɪtʌd/
salary,/sælɝi/
syllable,/sɪlʌbʌl/
acquisition,/ækwʌzɪʃʌn/
cooked,/kʊkt/
costly,/kɑstli/
decimal,/dɛsʌmʌl/
dominance,/dɑmʌnʌns/
donated,/doʊneɪtʌd/
identifying,/aɪdɛntʌfaɪɪŋ/
museums,/mjuziʌmz/
tactical,/tæktɪkʌl/
worlds,/wɝldz/
amplitude,/æmplʌtud/
boost,/bust/
cheap,/tʃip/
